  [2022-05-06 16:10:18,062], , [restartedMain], user-management-service, INFO  DevToolsPropertyDefaultsPostProcessor logTo | Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,218], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of ExceptionControllerAdvisor.getUserValidity
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,222], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, ERROR ExceptionControllerAdvisor getUserValidity | Exception occured : Old password is not matching
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,227], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | END of ExceptionControllerAdvisor.getUserValidity
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,228], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of ExceptionControllerAdvisor.getUserValidity :: 10 ms
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,230], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,231], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,232], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 2 ms
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,235], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.auth.exception.DateParsingException]
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,236], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,238], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
12277360ef7ac0a9 12277360ef7ac0a9 [2022-05-06 16:47:26,238], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-9], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 2 ms
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:29,536], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:31,174], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:31,811], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:47:31,828], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 656 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:09,139], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:09,141], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:09,141], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 2 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:09,152], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:09,153], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:09,155], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,153], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of ExceptionControllerAdvisor.getUserValidity
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,207], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, ERROR ExceptionControllerAdvisor getUserValidity | Exception occured : Old password is not matching
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,212], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | END of ExceptionControllerAdvisor.getUserValidity
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,217], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of ExceptionControllerAdvisor.getUserValidity :: 65 ms
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,219], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,220], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,220], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 1 ms
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,223], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.auth.exception.DateParsingException]
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,224], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,225], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
36f7f0d70f264b88 36f7f0d70f264b88 [2022-05-06 16:48:12,225], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-8], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 1 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:15,070], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:16,725], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:17,252], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:48:17,272], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 548 ms
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:48:49,232], , [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:48:49,428], , [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:48:49,433], , [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 214 ms
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:48:49,815], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:48:49,825], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:48:49,959], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:49:16,920], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of UserHistoryRepo.checkLastThreePassword
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:49:17,425], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of UserHistoryRepo.checkLastThreePassword
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:49:17,448], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of UserHistoryRepo.checkLastThreePassword :: 544 ms
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:49:31,015], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:49:31,017], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:49:31,018], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 3 ms
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:49:31,029], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginController.userPasswordChange
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:49:31,030], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoginController userPasswordChange | User Reset Password Request Received
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:49:31,031], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginServiceImpl.userChangePasswordService
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:39,163], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:40,481], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:41,585], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:41,614], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 1134 ms
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,733], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of ExceptionControllerAdvisor.getUserValidity
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,741], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, ERROR ExceptionControllerAdvisor getUserValidity | Exception occured : Old password is not matching
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,744], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | END of ExceptionControllerAdvisor.getUserValidity
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,746], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of ExceptionControllerAdvisor.getUserValidity :: 13 ms
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,763], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,767], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,768], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 5 ms
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:53,811], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.auth.exception.DateParsingException]
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:54,112], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:54,115], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
d9e41273f66ee395 d9e41273f66ee395 [2022-05-06 16:49:54,116], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-6], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 3 ms
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:20,908], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Getting user Data from database on the basis of userId
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:26,531], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserIdOrMobile
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:30,652], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserIdOrMobile
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:30,653], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserIdOrMobile :: 4122 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:36,834], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of AuditServiceImpl.auditloginService
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:36,854], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of JpaRepository.saveAndFlush
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,268], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of JpaRepository.saveAndFlush
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,271], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of JpaRepository.saveAndFlush :: 417 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,274], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of AuditServiceImpl.auditloginService
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,277], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of AuditServiceImpl.auditloginService :: 443 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,280], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Reset the new password and logout the user
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,282], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.resetPassword
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,573], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.resetPassword
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,578], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.resetPassword :: 295 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,584], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of RegistrationRepo.findDoctorDetailsByUserID
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,978], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of RegistrationRepo.findDoctorDetailsByUserID
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,983], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of RegistrationRepo.findDoctorDetailsByUserID :: 399 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:37,986], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CrudRepository.save
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,229], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of ExceptionControllerAdvisor.getUserValidity
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,227], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of CrudRepository.save
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,230], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, ERROR ExceptionControllerAdvisor getUserValidity | Exception occured : Old password is not matching
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,231], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of ExceptionControllerAdvisor.getUserValidity
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,232], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of ExceptionControllerAdvisor.getUserValidity :: 4 ms
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,233], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,234], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomResponseBodyAdvice.supports
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,233], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CrudRepository.save :: 248 ms
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,235], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomResponseBodyAdvice.supports :: 2 ms
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,238], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.auth.exception.DateParsingException]
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,239], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,240], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
4ca8a9a7d001dcac 4ca8a9a7d001dcac [2022-05-06 16:50:38,241], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-5], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 2 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,240], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of DoctorMstrRepo.findByDmdUserId
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,570], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of DoctorMstrRepo.findByDmdUserId
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,614], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of DoctorMstrRepo.findByDmdUserId :: 374 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,619], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CrudRepository.save
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,841], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of CrudRepository.save
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,846], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of CrudRepository.save :: 228 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,850], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginServiceImpl userChangePasswordService | User new password change : Success
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,854], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Delete the token from DB
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:38,858], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of LoginUserRepo.findByUserId
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,326], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginUserRepo.findByUserId
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,331], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginUserRepo.findByUserId :: 473 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,336], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of JpaRepository.saveAndFlush
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,658], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of JpaRepository.saveAndFlush
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,661], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of JpaRepository.saveAndFlush :: 326 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,713], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginServiceImpl saveUserToHistory | Saved user Data to user history
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,716], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoginServiceImpl userChangePasswordService | Returning response User password Reset
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,723], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginServiceImpl.userChangePasswordService
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,724], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginServiceImpl.userChangePasswordService :: 150570 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,731], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | END of LoginController.userPasswordChange
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,731], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Execution time of LoginController.userPasswordChange :: 150579 ms
58c8279bf9d422ef 58c8279bf9d422ef [2022-05-06 16:50:39,753], 0:0:0:0:0:0:0:1, [http-nio-7072-exec-2], user-management-service, INFO  LoggingAspect profileAllMethods | Start of CustomResponseBodyAdvice.supports
